"fish_id","datetime","sal_ppt","o2_mgl","temp_c","pres_hpa","alpha_close_mgo2_kg_h_kPa"
"FV078",2025-07-17 08:40:47,35,1.61160368374333,7.97283333333333,1005,19.7288911826389
"FV078",2025-07-17 08:40:44,35,1.61404596653058,7.973,1005,19.7246162961853
"FV079",2025-07-17 08:34:22,35,1.83554163747278,7.97566666666667,1005,21.5050598834728
"FV079",2025-07-17 08:34:23,35,1.83970972946602,7.97533333333333,1005,21.4522854540572
"FV079",2025-07-17 08:35:22,35,1.74840260108433,7.97466666666667,1005,21.4347801423112
"FV080",2025-07-17 08:56:02,35,1.97789529041857,7.93316666666667,1005,24.6348584733715
"FV080",2025-07-17 08:55:59,35,1.9811937929397,7.93316666666667,1005,24.6021853664191
"FV080",2025-07-17 08:56:03,35,1.97977096162807,7.93316666666667,1005,24.5815886372157
"FV081",2025-07-17 08:54:04,35,2.06510777483322,7.94033333333333,1005,23.2380324546563
"FV081",2025-07-17 08:54:03,35,2.06698258897288,7.94016666666667,1005,23.2169173218424
"FV081",2025-07-17 08:54:10,35,2.05573370413493,7.94133333333333,1005,23.1958054573843
"FV082",2025-07-17 08:02:42,35,4.62141685425682,7.94933333333333,1005,26.661643351615
"FV082",2025-07-17 08:02:41,35,4.62141685425682,7.94933333333333,1005,26.6589096024882
"FV082",2025-07-17 08:02:44,35,4.60641834113956,7.94933333333333,1005,26.6467146121972
"FV083",2025-07-17 08:47:57,35,2.27706484833395,7.92783333333333,1005,22.5475169740713
"FV083",2025-07-17 08:47:56,35,2.28081619075295,7.92783333333333,1005,22.5403149795633
"FV083",2025-07-17 08:47:58,35,2.27518917712445,7.928,1005,22.5348300141161
"FV085",2025-07-18 08:04:27,35,2.60422909433749,20.2225,1006,31.2515724710652
"FV085",2025-07-18 08:04:26,35,2.6107943777686,20.2225,1006,31.2024541561488
"FV085",2025-07-18 08:04:23,35,2.62173651682044,20.223,1006,31.1930253730893
"FV087",2025-07-18 08:07:09,35,2.6312197039987,20.2196666666667,1006,29.6095568292876
"FV087",2025-07-18 08:07:07,35,2.6377849874298,20.2195,1006,29.5631189044366
"FV087",2025-07-18 08:07:06,35,2.6377849874298,20.2195,1006,29.5616299536862
"FV088",2025-07-18 08:04:05,35,2.61175592210862,20.1986666666667,1006,32.573544435389
"FV088",2025-07-18 08:04:06,35,2.60737745451079,20.1986666666667,1006,32.5670768629782
"FV088",2025-07-18 08:04:07,35,2.60299898691295,20.1986666666667,1006,32.5655709116989
"FV090",2025-07-22 08:40:11,35,1.90523644057553,11.9763333333333,1006,23.8694804706923
"FV090",2025-07-22 08:40:10,35,1.90867084605651,11.9761666666667,1006,23.8363226853848
"FV090",2025-07-22 08:40:09,35,1.90867084605651,11.976,1006,23.83416918545
"FV091",2025-07-22 08:37:36,35,2.5191364203013,11.98,1006,24.1093482302603
"FV091",2025-07-22 08:37:43,35,2.49509558193442,11.9806666666667,1006,24.0918188678388
"FV091",2025-07-22 08:37:35,35,2.5191364203013,11.98,1006,24.0887147616807
"FV092",2025-07-22 08:58:45,35,2.41679439005029,11.9978333333333,1006,32.5727625764324
"FV092",2025-07-22 08:58:46,35,2.41851086333868,11.9978333333333,1006,32.5578891643367
"FV092",2025-07-22 08:58:47,35,2.41559098591268,11.9976666666667,1006,32.5504694232223
"FV093",2025-07-22 08:35:47,35,2.19286789960788,11.9815,1006,24.1025006837967
"FV093",2025-07-22 08:35:46,35,2.19458510234838,11.9816666666667,1006,24.0669981730156
"FV093",2025-07-22 08:35:42,35,2.20785359480008,11.9818333333333,1006,24.0506387868195
"FV094",2025-07-22 08:33:34,35,2.14236557961282,11.92,1006,26.3996841467728
"FV094",2025-07-22 08:33:35,35,2.14236557961282,11.92,1006,26.3697587718479
"FV094",2025-07-22 08:33:36,35,2.13594232323787,11.9198333333333,1006,26.3645504980123
"FV095",2025-07-22 08:44:35,35,1.83373426216458,11.9166666666667,1006,23.5345147877961
"FV095",2025-07-22 08:44:34,35,1.83584414658327,11.9165,1006,23.5343203461507
"FV095",2025-07-22 08:44:33,35,1.83756390690794,11.9165,1006,23.5341921664065
"FV096",2025-07-22 08:59:04,35,1.27208136447332,11.9281666666667,1006,21.774187621975
"FV096",2025-07-22 08:59:06,35,1.27036233560241,11.9281666666667,1006,21.7453606849507
"FV096",2025-07-22 08:59:03,35,1.27294087890878,11.9281666666667,1006,21.7449936490411
"FV097",2025-07-23 08:25:14,35,2.12413139633327,16.002,1006,32.1401343764237
"FV097",2025-07-23 08:25:15,35,2.12254976461597,16.0018333333333,1006,32.1293758669853
"FV097",2025-07-23 08:25:19,35,2.11026984994958,16.0018333333333,1006,32.0890497852275
"FV098",2025-07-23 08:38:25,35,1.58148346235981,16.006,1006,29.0927819582179
"FV098",2025-07-23 08:36:15,35,1.85573371795144,16.0098333333333,1006,29.0656250796652
"FV098",2025-07-23 08:38:26,35,1.58148346235981,16.0061666666667,1006,29.0262561345818
"FV099",2025-07-23 08:28:28,35,2.25970447027197,15.9998333333333,1006,30.774323246683
"FV099",2025-07-23 08:28:22,35,2.28342425127552,16.0008333333333,1006,30.7273377902495
"FV099",2025-07-23 08:28:19,35,2.29370282304373,16.0011666666667,1006,30.7115039399897
"FV100",2025-07-23 08:22:37,35,2.11501380615029,16.0031666666667,1006,24.7985740245879
"FV100",2025-07-23 08:22:38,35,2.11343248741672,16.003,1006,24.7547202603903
"FV100",2025-07-23 08:22:36,35,2.11896710298421,16.0033333333333,1006,24.7502331343851
"FV102",2025-07-23 08:32:01,35,1.94773977004223,15.9506666666667,1006,23.4001212488286
"FV102",2025-07-23 08:32:02,35,1.94536544281341,15.9506666666667,1006,23.392302770617
"FV102",2025-07-23 08:32:03,35,1.94536544281341,15.9506666666667,1006,23.361773163641
"FV103",2025-07-24 08:53:24,35,1.83279135083289,9.90983333333333,1010,27.433879980174
"FV103",2025-07-24 08:53:22,35,1.83279135083289,9.90983333333333,1010,27.4309090786369
"FV103",2025-07-24 08:53:25,35,1.83148592946066,9.91,1010,27.4183443618752
"FV104",2025-07-24 08:31:11,35,1.80022905651633,9.89633333333333,1010,19.5862029675322
"FV104",2025-07-24 08:31:17,35,1.78901136004676,9.896,1010,19.5646917718526
"FV104",2025-07-24 08:31:18,35,1.78901136004676,9.896,1010,19.5446927845518
"FV105",2025-07-24 08:39:19,35,2.02526185214971,9.89616666666667,1010,14.934056547867
"FV105",2025-07-24 08:39:21,35,2.02390481103338,9.89633333333333,1010,14.9332610811386
"FV105",2025-07-24 08:39:22,35,2.0234584132787,9.8965,1010,14.920297394259
"FV106",2025-07-24 08:32:19,35,2.24077279723599,9.89566666666667,1010,23.08293354772
"FV106",2025-07-24 08:32:18,35,2.24077279723599,9.8955,1010,23.0539761243793
"FV106",2025-07-24 08:32:20,35,2.23896935836497,9.89583333333333,1010,23.0351392230259
"FV107",2025-07-24 08:29:53,35,1.84433485096068,9.86566666666667,1010,23.7792669490872
"FV107",2025-07-24 08:29:54,35,1.84433485096068,9.86566666666667,1010,23.7706203751552
"FV107",2025-07-24 08:29:55,35,1.84072558510753,9.86566666666667,1010,23.7663493758577
"FV108",2025-07-24 08:54:56,35,2.12044368872681,9.87,1010,19.9339178452763
"FV108",2025-07-24 08:54:55,35,2.12224832165339,9.87,1010,19.9167622630143
"FV108",2025-07-24 08:54:53,35,2.12675990396983,9.87,1010,19.9071618247621
"FV109",2025-07-24 08:20:28,35,2.84771075813694,9.87066666666667,1010,21.8790449579978
"FV109",2025-07-24 08:19:35,35,3.04261111420715,9.872,1010,21.8778484356737
"FV109",2025-07-24 08:20:27,35,2.85222234045338,9.87083333333333,1010,21.8776709129268
"FV110",2025-07-25 08:31:32,0,1.92403987791098,10.8728333333333,1011,24.5497650362929
"FV110",2025-07-25 08:31:31,0,1.92624381820641,10.873,1011,24.5488779939582
"FV110",2025-07-25 08:31:16,0,1.9537930718993,10.8716666666667,1011,24.5481637448494
"FV111",2025-07-25 08:32:00,0,1.76205026619683,10.87,1011,22.5090205995471
"FV111",2025-07-25 08:29:36,0,2.01283074065017,10.874,1011,22.4970016346984
"FV111",2025-07-25 08:29:25,0,2.0331349225348,10.8726666666667,1011,22.482875535869
"FV112",2025-07-25 09:01:15,0,1.49658806244455,10.9186666666667,1011,36.9451395548302
"FV112",2025-07-25 09:01:17,0,1.49913764259895,10.9188333333333,1011,36.6349492430198
"FV112",2025-07-25 09:01:16,0,1.50098979203998,10.9188333333333,1011,36.6309840836298
"FV113",2025-07-25 08:24:04,0,1.78685577831066,10.8258333333333,1011,24.6223133941938
"FV113",2025-07-25 08:22:12,0,2.04385417111707,10.8268333333333,1011,24.5911105318756
"FV113",2025-07-25 08:24:06,0,1.78464978352263,10.8258333333333,1011,24.5889985656156
"FV114",2025-07-25 08:17:31,0,3.20972241659508,10.8273333333333,1011,24.0447602912611
"FV114",2025-07-25 08:16:57,0,3.33072523328212,10.827,1011,24.0402557636623
"FV114",2025-07-25 08:16:55,0,3.33955126901125,10.8273333333333,1011,24.0402334943135
"FV115",2025-07-25 08:36:33,0,2.34057260326853,10.8436666666667,1011,24.0791135375832
"FV115",2025-07-25 08:36:32,0,2.3427775703936,10.8435,1011,24.0685594235825
"FV115",2025-07-25 08:36:34,0,2.34111792475712,10.8436666666667,1011,24.0426275128733
"FV116",2025-07-25 08:23:24,0,2.69682862837628,10.828,1011,24.3762127673915
"FV116",2025-07-25 08:23:28,0,2.68973438845373,10.8275,1011,24.3549443959371
"FV116",2025-07-25 08:23:23,0,2.699663678649,10.8278333333333,1011,24.3516892217076
"FV117",2025-07-30 08:08:52,0,2.32116996963376,17.0485,1010,35.5810462774461
"FV117",2025-07-30 08:08:53,0,2.31924926630762,17.0483333333333,1010,35.5294325704677
"FV117",2025-07-30 08:08:54,0,2.31252680466615,17.0483333333333,1010,35.5102226480322
"FV118",2025-07-30 08:07:21,0,3.62360746776809,17.0513333333333,1010,26.3297919087563
"FV118",2025-07-30 08:07:20,0,3.6253275280792,17.0511666666667,1010,26.3046383938463
"FV118",2025-07-30 08:08:53,0,3.2872837426795,17.0483333333333,1010,26.3039179397388
"FV119",2025-07-30 08:16:02,0,1.99807290419327,17.0498333333333,1010,34.274736867245
"FV119",2025-07-30 08:15:06,0,2.16129846580444,17.0496666666667,1010,34.1849534851328
"FV119",2025-07-30 08:15:59,0,2.00617462414767,17.0495,1010,34.1669365123886
"FV120",2025-07-30 08:06:43,0,2.68507653203582,17.0046666666667,1010,31.0395040590445
"FV120",2025-07-30 08:06:44,0,2.68315381343071,17.0045,1010,31.0311000926543
"FV120",2025-07-30 08:06:45,0,2.67490166489278,17.0045,1010,31.0181289817022
"FV121",2025-07-30 08:04:56,0,2.75525576112232,17.0061666666667,1010,24.1903034237215
"FV121",2025-07-30 08:04:55,0,2.76198527624021,17.0061666666667,1010,24.1837696176746
"FV121",2025-07-30 08:04:57,0,2.75525576112232,17.0061666666667,1010,24.1822542699405
"FV122",2025-07-30 08:05:45,0,3.34771200101385,17.003,1010,25.2930653953488
"FV122",2025-07-30 08:05:48,0,3.33617810953749,17.003,1010,25.287311161453
"FV122",2025-07-30 08:05:47,0,3.34194505527567,17.003,1010,25.2860028951673
"FV124",2025-07-31 08:51:52,0,2.64105233227992,8.0625,1010,23.1275623125023
"FV124",2025-07-31 08:51:53,0,2.64287529457179,8.0625,1010,23.0825824408043
"FV124",2025-07-31 08:51:51,0,2.64340621136395,8.0625,1010,23.0255263162221
"FV125",2025-07-31 09:20:08,0,1.38810997061034,8.087,1010,20.3652424164412
"FV125",2025-07-31 09:20:09,0,1.39399179251971,8.087,1010,20.2193196946961
"FV125",2025-07-31 09:20:07,0,1.39046269937409,8.087,1010,20.2188661318941
"FV126",2025-07-31 08:48:57,0,2.17787051000348,8.06433333333333,1010,21.7552139572478
"FV126",2025-07-31 08:48:58,0,2.17551605539807,8.06433333333333,1010,21.7387065009158
"FV126",2025-07-31 08:48:56,0,2.17787051000348,8.06416666666667,1010,21.7216474485036
"FV127",2025-07-31 09:10:30,0,2.41743867253303,8.04766666666667,1010,34.8241098353506
"FV127",2025-07-31 09:10:29,0,2.4221487332686,8.0475,1010,34.7696747859629
"FV127",2025-07-31 09:10:28,0,2.41979370290081,8.04733333333333,1010,34.7628769267103
"FV128",2025-07-31 08:02:18,0,6.19726241283064,8.0505,1010,26.8080010531982
"FV128",2025-07-31 08:02:17,0,6.20197247356622,8.0505,1010,26.7992618551407
"FV128",2025-07-31 08:02:19,0,6.19726241283064,8.0505,1010,26.7860937975249
"FV129",2025-07-31 08:35:40,0,2.46749767392504,8.03966666666667,1010,18.9827050253003
"FV129",2025-07-31 08:33:05,0,2.85852833155899,8.03966666666667,1010,18.9769152042719
"FV129",2025-07-31 08:35:39,0,2.46985328029633,8.03966666666667,1010,18.9713260926318
"FV130",2025-07-31 08:46:48,0,2.41214092419976,8.035,1010,25.9879184134249
"FV130",2025-07-31 08:46:42,0,2.43040236844888,8.03533333333333,1010,25.9776032524841
"FV130",2025-07-31 08:46:47,0,2.41626527275262,8.035,1010,25.972740043311
"FV131",2025-08-01 07:54:04,0,3.35581962464196,20.0651666666667,1010,31.4690654583687
"FV131",2025-08-01 07:54:03,0,3.3612366054727,20.065,1010,31.4250949948105
"FV131",2025-08-01 07:54:05,0,3.35468329610592,20.065,1010,31.4156014749488
"FV132",2025-08-01 07:54:40,0,3.21768661345815,20.0653333333333,1010,33.3727950804917
"FV132",2025-08-01 07:54:34,0,3.25715818278709,20.0645,1010,33.356024062774
"FV132",2025-08-01 07:54:37,0,3.23754887650419,20.0648333333333,1010,33.3479827737766
"FV134",2025-08-01 07:55:35,0,3.75064106822067,20.03,1010,35.057664863931
"FV134",2025-08-01 07:55:57,0,3.63046875743451,20.0298333333333,1010,35.0565535770414
"FV134",2025-08-01 07:55:58,0,3.62775810380776,20.0298333333333,1010,35.0367935572708
"FV138",2025-08-02 08:14:10,0,3.11707841732051,14.0171666666667,1010,26.8978389826377
"FV138",2025-08-02 08:14:05,0,3.14680392672607,14.0171666666667,1010,26.895874956507
"FV138",2025-08-02 08:14:09,0,3.12220350514906,14.017,1010,26.8875134029537
"FV139",2025-08-02 08:27:00,0,3.09350301330921,14.0185,1010,31.6362545891417
"FV139",2025-08-02 08:26:59,0,3.09350301330921,14.0183333333333,1010,31.6282489756401
"FV139",2025-08-02 08:26:58,0,3.09999420520171,14.0181666666667,1010,31.5928185709935
"FV140",2025-08-02 08:20:17,0,3.0576273985094,14.0206666666667,1010,30.5384967936461
"FV140",2025-08-02 08:20:18,0,3.06070245120653,14.0208333333333,1010,30.518026119846
"FV140",2025-08-02 08:20:19,0,3.0576273985094,14.0208333333333,1010,30.5080153229666
"FV141",2025-08-02 08:25:13,0,2.65230557338927,14.0161666666667,1010,32.8534210615512
"FV141",2025-08-02 08:25:15,0,2.63429514387166,14.0163333333333,1010,32.8455953033138
"FV141",2025-08-02 08:25:12,0,2.65230557338927,14.0163333333333,1010,32.8446785659454
"FV142",2025-08-02 08:35:17,0,2.47061648300993,13.9228333333333,1010,35.7919587616014
"FV142",2025-08-02 08:35:16,0,2.47267104973177,13.9228333333333,1010,35.7681266037264
"FV142",2025-08-02 08:35:19,0,2.46753463292717,13.9228333333333,1010,35.7268798611392
"FV143",2025-08-02 08:30:47,0,2.61340887017766,13.921,1010,29.9969345099847
"FV143",2025-08-02 08:30:48,0,2.61135430345582,13.921,1010,29.9915032543127
"FV143",2025-08-02 08:30:46,0,2.61546343689949,13.921,1010,29.98397042337
